Nom de domaine,Pays BE,Departement BE,Ville BE,Nom BE,Sous domaine,Type du titulaire,Pays titulaire,Departement titulaire,Domaine IDN,Date de crtion,Date de retrait du WHOIS,
saisine.trouvermonmaster.gouv.fr,,,,,,,,,,,,
sante-famille-handicap.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,27-04-2004,07-01-2018,
sante-jeunesse-sports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,23-07-2007,,
sante-solidarites.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-02-2007,,
sante-sports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,24-02-2009,,
sante-travail.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,19-04-2007,,
sante.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,30-07-1997,,
santesolidarites.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-09-2006,,
santesport.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-01-2002,,
saone-et-loire.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,18-03-2010,,
saone.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
sap.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,05-11-2009,07-01-2018,
sarthe.gouv.fr,,,,,,,,,,,,
savoie.gouv.fr,,,,,,,,,,,,
scanr.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
science.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,05-02-2004,,
sciences.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,05-02-2004,,
sec-info.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-06-2007,,
secinfo.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-06-2007,,
secnumacademie.gouv.fr,,,,,,,,,,,,
securite-informatique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-06-2007,,
securite-routiere.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,18-02-2004,,
securitedesagentsdesroutes.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,08-10-2018,,
securiteroutiere.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,23-05-2003,,
segur.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,07-07-2016,,
seine-et-marne.gouv.fr,,,,,,,,,,,,
seine-maritime.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
seine-saint-denis.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
semaine-industrie.gouv.fr,,,,,,,,,,,,
semaine-innovation-publique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,03-11-2014,,
semaine.industrie.gouv.fr,,,,,,,,,,,,
semainedudeveloppementdurable.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-03-2009,,
semaineinnovationpublique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,03-11-2014,,
semainelanguefrancaise.culture.gouv.fr,,,,,,,,,,,,
semainelanguefrancaise.culturecommunication.gouv.fr,,,,,,,,,,,,
semaphore.culture.gouv.fr,,,,,,,,,,,,
service-civique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-12-2009,,
service-national-universel.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,05-09-2018,,
service-public-asso.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-05-2015,,
service-public-assos.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-05-2015,,
service-public-pro.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-05-2015,,
service-public-pros.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,12-05-2015,,
service-public.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,03-03-2000,23-06-2016,
servicealapersonne.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,11-09-2006,,
servicesalapersonne.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,04-01-2006,,
servicesenligne.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,23-07-2001,05-08-2016,
seveso3.din.developpement-durable.gouv.fr,,,,,,,,,,,,
sexismepasnotregenre.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-08-2016,,
sgae.gouv.fr,,,,,,,,,,,,
sgcipd.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,28-08-2007,,
sgdn.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-05-2007,,
sgdsn.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,23-03-2009,,
sgmer.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,09-06-2006,,
sherpa.dsna-dti.aviation-civile.gouv.fr,,,,,,,,,,,,
si-vic.sante.gouv.fr,,,,,,,,,,,,
siaef.dgef.interieur.gouv.fr,,,,,,,,,,,,
siao.social.gouv.fr,,,,,,,,,,,,
sicc-immigration.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,11-04-2012,,
sig.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,24-11-2008,,
sig.ville.gouv.fr,,,,,,,,,,,,
signalconso.beta.gouv.fr,,,,,,,,,,,,
signalement-sante.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,07-11-2016,,
signalement-violences-sexuelles-sexistes.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,02-10-2018,,
signalement.social-sante.gouv.fr,,,,,,,,,,,,
silav.sante.gouv.fr,,,,,,,,,,,,
simplification.modernisation.gouv.fr,,,,,,,,,,,,
simuretraite.finances.gouv.fr,,,,,,,,,,,,
sit.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,23-02-2007,,
sitespollues.ecologie.gouv.fr,,,,,,,,,,,,
siv.interieur.gouv.fr,,,,,,,,,,,,
smtp.diplomatie.gouv.fr,,,,,,,,,,,,
snds.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-12-2016,,
snee.enseignementsup-recherche.gouv.fr,,,,,,,,,,,,
snee.esr.gouv.fr,,,,,,,,,,,,
social-sante.gouv.fr,,,,,,,,,,,,
social.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,23-08-2005,,
societenumerique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,09-11-2017,,
solidarite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-05-2003,,
solidarites-sante.gouv.fr,,,,,,,,,,,,
solidaritesactives.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-11-2007,,
somme.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
spdc.dgfip.finances.gouv.fr,,,,,,,,,,,,
spi-equipement.ca.gouv.fr,,,,,,,,,,,,
spm.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,05-06-2015,,
spm975.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,05-06-2015,,
sport.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-10-2002,,
sports.gouv.fr,,,,,,,,,,,,
sportsdenature.gouv.fr,FR,26,BOURG LES VALENCE,W3LINE,gouv.fr,ORG,FR,7,0,21-12-2004,,
sppe.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,18-04-2013,,
srias.ile-de-france.gouv.fr,,,,,,,,,,,,
ssi.gouv.fr,,,,,,,,,,,,
ssl.giped.gouv.fr,,,,,,,,,,,,
staging.mrs.beta.gouv.fr,,,,,,,,,,,,
static.data.gouv.fr,,,,,,,,,,,,
stationnement.gouv.fr,FR,59,SECLIN CEDEX,WORLDLINE,gouv.fr,ORG,FR,75,0,17-11-2017,,
stats.agriculture.gouv.fr,,,,,,,,,,,,
stats.data.gouv.fr,,,,,,,,,,,,
stop-discrimination.gouv.fr,FR,75,PARIS,PLANET-WORK,gouv.fr,ORG,FR,75,0,23-07-2015,,
stop-discriminations.gouv.fr,FR,75,PARIS,PLANET-WORK,gouv.fr,ORG,FR,75,0,23-07-2015,,
stop-djihadisme.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,07-01-2015,,
stop-harcelement-sexuel.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-10-2012,,
stop-violences-femmes.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-09-2008,,
stopdjihadisme.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,21-01-2016,,
strategie.gouv.fr,,,,,,,,,,,,
student.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,19-05-2006,31-12-2018,
students.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,19-05-2006,31-12-2018,
suivi-gouvernement-ouvert.etalab.gouv.fr,,,,,,,,,,,,
sup-n.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,11-08-2015,,
sup-numerique.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,11-08-2015,,
surfez-intelligent.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,10-06-2009,,
syfoadd.developpement-durable.gouv.fr,,,,,,,,,,,,
sytadin.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-06-2005,,
tabac.gouv.fr,,,,,,,,,,,,
tacle.sante.gouv.fr,,,,,,,,,,,,
tarifs-bancaires.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-01-2016,,
tarn-et-garonne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
tarn.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
tchap.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-03-2018,,
technologie.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,22-07-1999,31-12-2018,
tele7.interieur.gouv.fr,,,,,,,,,,,,
telechargement.modernisation.gouv.fr,,,,,,,,,,,,
telecom.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,08-02-1996,,
teleprocedures.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,ORG,FR,75,0,28-11-2000,05-08-2016,
teleservices.justice.gouv.fr,,,,,,,,,,,,
teletd.impots.gouv.fr,,,,,,,,,,,,
temis.documentation.developpement-durable.gouv.fr,,,,,,,,,,,,
tepa.minefe.gouv.fr,,,,,,,,,,,,
terra.developpement-durable.gouv.fr,,,,,,,,,,,,
territoire-de-belfort.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,05-03-2010,,
territoire.data.gouv.fr,,,,,,,,,,,,
territoires-industrie.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,01-02-2019,,
territoires.gouv.fr,FR,92,BOULOGNE-BILLANCOURT,INTEGRA,gouv.fr,ORG,FR,75,0,24-09-2004,,
territorial.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,02-06-2008,,
timbres.impots.gouv.fr,,,,,,,,,,,,
timbres.justice.gouv.fr,,,,,,,,,,,,
toponymie.gouv.fr,FR,59,VILLENEUVE D'ASCQ CEDEX,NORDNET,gouv.fr,ORG,FR,75,0,03-05-2007,26-07-2015,
tops.eservices.esante.gouv.fr,,,,,,,,,,,,
tour-des-startups.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-11-2017,,
tourisme-handicap.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-02-2017,,
tourisme.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,16-09-1996,,
tousunicontrelahaine.gouv.fr,FR,72,SAINT SATURNIN,DIGITAL RURAL INFORMATIQUE,gouv.fr,ORG,FR,75,0,28-01-2016,02-02-2016,
tousuniscontrelahaine.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,01-02-2016,,
tr.informations.dila.gouv.fr,,,,,,,,,,,,
tr.strategie.gouv.fr,,,,,,,,,,,,
trackdechets.beta.gouv.fr,,,,,,,,,,,,
traitdunion.beta.gouv.fr,,,,,,,,,,,,
transition-ecologique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,15-11-2018,,
transition-energetique.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,33,0,23-01-2013,,
transmettre-mon-entreprise.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,06-12-2013,,
transparence-aide.gouv.fr,,,,,,,,,,,,
transparence-logement-social.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,14-11-2016,,
transparence-sante.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,21-10-2013,,
transparenceoutremer-guyane.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,30-03-2018,,
transparenceoutremer-mayotte.gouv.fr,FR,59,ROUBAIX,OVH,gouv.fr,ORG,FR,97,0,22-10-2018,,
transports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,28-06-2017,,
travail-collaboratif.din.developpement-durable.gouv.fr,,,,,,,,,,,,
travail-emploi-sante.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,06-12-2010,,
travail-emploi.gouv.fr,,,,,,,,,,,,
travail-sante.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-12-2010,,
travail-solidarite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-07-2007,,
travail.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,01-12-1997,,
travailler-mieux.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,10-12-2008,,
travailsolidarite.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-07-2007,,
tresor.economie.gouv.fr,,,,,,,,,,,,
tribu.phm.education.gouv.fr,,,,,,,,,,,,
trouvermonmaster.gouv.fr,FR,59,VILLENEUVE D'ASCQ,AVENIR TELEMATIQUE,gouv.fr,ORG,FR,75,0,25-01-2017,,
tv.strategie.gouv.fr,,,,,,,,,,,,
ultramarins.gouv.fr,,,,,,,,,,,,
une-generation-davance.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,22-07-2014,13-01-2018,
unegenerationdavance.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,22-07-2014,13-01-2018,
urbanisme-puca.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,29-05-2015,,
urgence2000.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,22-07-1998,,
usager-dauphin.cget.gouv.fr,,,,,,,,,,,,
vae.gouv.fr,,,,,,,,,,,,
val-de-marne.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
val-doise.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
valce.travail.gouv.fr,,,,,,,,,,,,
var.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
vaucluse.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
vehicule-electrique.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,04-03-2013,01-05-2015,
veloroutes-voiesvertes.gouv.fr,DE,99,REGENSBURG,InterNetX GmbH,gouv.fr,ORG,FR,75,0,21-04-2006,,
vendee.gouv.fr,,,,,,,,,,,,
vendee.pref.gouv.fr,,,,,,,,,,,,
victime.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-11-2004,,
victimes.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-11-2004,,
videos.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,25-03-2010,,
vienne.gouv.fr,,,,,,,,,,,,
vigicrues.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,02-10-2009,,
ville-jeunesse-sports.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,09-09-2014,,
ville.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,01-07-2008,,
villesterritoires-minecraft.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,27-08-2018,,
visage-decouvert.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,03-03-2011,,
vitamin.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,,,,0,24-10-2000,26-05-2014,
vitamine.gouv.fr,FR,92,BOULOGNE BILLANCOURT,PROSODIE,gouv.fr,,,,0,24-10-2000,26-05-2014,
vjs.gouv.fr,FR,92,LA DEFENSE CEDEX,COMPLETEL SAS FRANCE,gouv.fr,ORG,FR,75,0,09-12-2014,13-01-2018,
voeux2015.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,16-12-2014,,
voeux2016.gouv.fr,,,,,,,,,,,,
voeux2017.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,06-12-2016,,
voeux2018.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,14-11-2017,,
voeux2019.gouv.fr,FR,75,PARIS,GANDI,gouv.fr,ORG,FR,75,0,14-11-2017,,
volontariat.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,17-10-2007,,
vosges.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,06-01-2010,,
vote-election-tpe.travail.gouv.fr,,,,,,,,,,,,
voteraletranger.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,26-04-2011,,
votezalentranger.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,15-05-2014,21-02-2016,
votezaletranger.gouv.fr,FR,92,CLICHY-LA-GARENNE,OXYD SARL,gouv.fr,ORG,FR,75,0,26-04-2011,,
voxusagers.gouv.fr,FR,49,ANGERS,NAMESHIELD,gouv.fr,ORG,FR,75,0,31-01-2019,,
vuedemafenetre.diplomatie.gouv.fr,,,,,,,,,,,,
wallis-et-futuna.gouv.fr,FR,13,MARSEILLE CEDEX 03,SAFEBRANDS,gouv.fr,ORG,FR,75,0,04-04-2017,,
webcams-dir.centre-est.developpement-durable.gouv.fr,,,,,,,,,,,,
webdocs.diplomatie.gouv.fr,,,,,,,,,,,,
webissimo-ide.developpement-durable.gouv.fr,,,,,,,,,,,,
webissimo.developpement-durable.gouv.fr,,,,,,,,,,,,
webmail.sante.gouv.fr,,,,,,,,,,,,
webzine-biodiversite.developpement-durable.gouv.fr,,,,,,,,,,,,
wikhydro.developpement-durable.gouv.fr,,,,,,,,,,,,
wiki-agd.data.gouv.fr,,,,,,,,,,,,
wiki.data.gouv.fr,,,,,,,,,,,,
wikibardig.developpement-durable.gouv.fr,,,,,,,,,,,,
wikigeotech.developpement-durable.gouv.fr,,,,,,,,,,,,
workinfrance.beta.gouv.fr,,,,,,,,,,,,
www-org.gendarmerie.interieur.gouv.fr,,,,,,,,,,,,
www.academie-renseignement.gouv.fr,,,,,,,,,,,,
www.achats.defense.gouv.fr,,,,,,,,,,,,
www.administration24h24.gouv.fr,,,,,,,,,,,,
www.ado.justice.gouv.fr,,,,,,,,,,,,
www.adoption.gouv.fr,,,,,,,,,,,,
www.afet.education.gouv.fr,,,,,,,,,,,,
www.affaires-maritimes.pays-de-la-loire.developpement-durable.gouv.fr,,,,,,,,,,,,
www.aft.gouv.fr,,,,,,,,,,,,
www.agreste.agriculture.gouv.fr,,,,,,,,,,,,
www.ain.gouv.fr,,,,,,,,,,,,
www.aisne.gouv.fr,,,,,,,,,,,,
www.alerte-enlevement.gouv.fr,,,,,,,,,,,,
www.alim-confiance.gouv.fr,,,,,,,,,,,,
www.allier.gouv.fr,,,,,,,,,,,,
www.allier.pref.gouv.fr,,,,,,,,,,,,
www.allo119.gouv.fr,,,,,,,,,,,,
www.alpaf.finances.gouv.fr,,,,,,,,,,,,
www.alpes-de-haute-provence.gouv.fr,,,,,,,,,,,,
www.alpes-maritimes.gouv.fr,,,,,,,,,,,,
www.alsace-champagne-ardenne-lorraine.developpement-durable.gouv.fr,,,,,,,,,,,,
www.alsace.gouv.fr,,,,,,,,,,,,
www.amendes.gouv.fr,,,,,,,,,,,,
www.anc.gouv.fr,,,,,,,,,,,,
www.ancien.paca.gouv.fr,,,,,,,,,,,,
www.anesm.sante.gouv.fr,,,,,,,,,,,,
www.anlci.gouv.fr,,,,,,,,,,,,
www.annuaires.justice.gouv.fr,,,,,,,,,,,,
www.ant.developpement-durable.gouv.fr,,,,,,,,,,,,
www.antai.gouv.fr,,,,,,,,,,,,
www.ants.gouv.fr,,,,,,,,,,,,
www.ants.interieur.gouv.fr,,,,,,,,,,,,
www.aquitaine.developpement-durable.gouv.fr,,,,,,,,,,,,
www.aquoiserventmesimpots.gouv.fr,,,,,,,,,,,,
www.archives-judiciaires.justice.gouv.fr,,,,,,,,,,,,
www.archives-nationales.culture.gouv.fr,,,,,,,,,,,,
www.archives-orales.developpement-durable.gouv.fr,,,,,,,,,,,,
www.archivesdefrance.culture.gouv.fr,,,,,,,,,,,,
www.archivesnationales.culture.gouv.fr,,,,,,,,,,,,
www.ardeche.gouv.fr,,,,,,,,,,,,
www.ardeche.pref.gouv.fr,,,,,,,,,,,,
www.ardennes.gouv.fr,,,,,,,,,,,,
www.aria.developpement-durable.gouv.fr,,,,,,,,,,,,
www.ariege.gouv.fr,,,,,,,,,,,,
www.arquedi.sports.gouv.fr,,,,,,,,,,,,
www.assainissement-non-collectif.developpement-durable.gouv.fr,,,,,,,,,,,,
www.associations.gouv.fr,,,,,,,,,,,,
www.atlh.ile-de-france.developpement-durable.gouv.fr,,,,,,,,,,,,
www.aube.gouv.fr,,,,,,,,,,,,
www.aude.gouv.fr,,,,,,,,,,,,
www.auvergne-rhone-alpes.developpement-durable.gouv.fr,,,,,,,,,,,,
www.auxerre.culture.gouv.fr,,,,,,,,,,,,
www.aveyron.pref.gouv.fr,,,,,,,,,,,,
www.avisderecherches.interieur.gouv.fr,,,,,,,,,,,,
www.ba709.air.defense.gouv.fr,,,,,,,,,,,,
www.bafa-bafd.gouv.fr,,,,,,,,,,,,
www.bafa-bafd.jeunes.gouv.fr,,,,,,,,,,,,
www.bas-rhin.gouv.fr,,,,,,,,,,,,
www.basecommunale.paca.developpement-durable.gouv.fr,,,,,,,,,,,,
www.basse-normandie.gouv.fr,,,,,,,,,,,,
www.bea-tt.developpement-durable.gouv.fr,,,,,,,,,,,,
www.biep.fonction-publique.gouv.fr,,,,,,,,,,,,
www.biep.gouv.fr,,,,,,,,,,,,
www.bison-fute.equipement.gouv.fr,,,,,,,,,,,,
www.bison-fute.gouv.fr,,,,,,,,,,,,
www.bloctel.gouv.fr,,,,,,,,,,,,
www.bouches-du-rhone.gouv.fr,,,,,,,,,,,,
www.bouches-du-rhone.pref.gouv.fr,,,,,,,,,,,,
www.bourgogne-franche-comte.developpement-durable.gouv.fr,,,,,,,,,,,,
www.bourgogne.developpement-durable.gouv.fr,,,,,,,,,,,,
www.bourse.fonction-publique.gouv.fr,,,,,,,,,,,,
www.bretagne.developpement-durable.gouv.fr,,,,,,,,,,,,
www.bretagne.gouv.fr,,,,,,,,,,,,
www.bulletin-officiel.developpement-durable.gouv.fr,,,,,,,,,,,,
www.bulletinofficiel.developpement-durable.gouv.fr,,,,,,,,,,,,
www.cadastre.gouv.fr,,,,,,,,,,,,
www.cae.gouv.fr,,,,,,,,,,,,
www.calvados.gouv.fr,,,,,,,,,,,,
www.cantal.gouv.fr,,,,,,,,,,,,
www.carte-de-voeux.justice.gouv.fr,,,,,,,,,,,,
www.carte-judiciaire.justice.gouv.fr,,,,,,,,,,,,
www.cdef.terre.defense.gouv.fr,,,,,,,,,,,,
www.cdu.urbanisme.developpement-durable.gouv.fr,,,,,,,,,,,,
www.cedip.developpement-durable.gouv.fr,,,,,,,,,,,,
www.centre.developpement-durable.gouv.fr,,,,,,,,,,,,
www.centre.drire.gouv.fr,,,,,,,,,,,,
www.cerc.gouv.fr,,,,,,,,,,,,
www.cert.ssi.gouv.fr,,,,,,,,,,,,
www.certa.ssi.gouv.fr,,,,,,,,,,,,
www.certificat-air.gouv.fr,,,,,,,,,,,,
www.cgedd.developpement-durable.gouv.fr,,,,,,,,,,,,
www.cget.gouv.fr,,,,,,,,,,,,
www.cgpc.developpement-durable.gouv.fr,,,,,,,,,,,,
www.changement-adresse.gouv.fr,,,,,,,,,,,,
www.charente-maritime.gouv.fr,,,,,,,,,,,,
